Title,synopsis,coverImg,yearPublished,infoLink,avgRating,authorId,publisherId,genreId
"Aye, and Gomorrah: And Other Stories","An expanded edition of the classic anthology, this collection of science fiction and fantasy tales includes the Nebula and Hugo Award-winning ""Time Considered as a Helix of Semi-Precious Stones.""",http://books.google.com/books/content?id=FbRDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,"http://books.google.com/books?id=FbRDDwAAQBAJ&dq=Aye,+and+Gomorrah:+And+Other+Stories&hl=&source=gbs_api",0,385,189,10
THE BORDER TRUMPET,Two tough cavalry captains' mutual hatred threatens to ruin their joint mission against a huge force of Apache Indians,http://books.google.com/books/content?id=tgrA0DkpCRsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,http://books.google.com/books?id=tgrA0DkpCRsC&dq=THE+BORDER+TRUMPET&hl=&source=gbs_api,0,123,147,4
Little Altars Everywhere,"“Brilliant. . . . A structural tour de force. . . . A classic Southern tale of dysfunctional and marginal madness. The author’s gift for giving life to so many voices leaves the reader profoundly moved.”— Seattle Weekly The companion novel to Rebecca Wells’s celebrated #1 New York Times bestseller Divine Secrets of the Ya-Ya Sisterhood Who can resist the rich cadences of Sidda Walker and her flamboyant, secretive mother, Vivi? Here, the young Sidda—a precocious reader and an eloquent observer of the fault lines that divide her family—leads us into her mischievous adventures at Our Lady of Divine Compassion parochial school and beyond. A Catholic girl of pristine manners, devotion, and provocative ideas, Sidda is the very essence of childhood joy and sorrow. Little Altars Everywhere is an insightful, piercing, and unflinching evocation of childhood, a loving tribute to the transformative power of faith, and a thoroughly fresh chronicle of a family that is as haunted as it is blessed.",http://books.google.com/books/content?id=dNt92CMEvLoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2009,https://play.google.com/store/books/details?id=dNt92CMEvLoC&source=gbs_api,0,356,88,6
The Pastures of Heaven,"A Penguin Classic In Nobel Prize winner John Steinbeck’s beautifully rendered depictions of small yet fateful moments that transform ordinary lives, these twelve early stories introduce both the subject and style of artistic expression that recur in the most important works of his career. Each of these self-contained stories is linked to the others by the presence of the Munroes, a family whose misguided behavior and lack of sensitivity precipitate disasters and tragedies. As the individual dramas unfold, Steinbeck reveals the self-deceptions, intellectual limitations, and emotional vulnerabilities that shape the characters’ reactions and gradually erode the harmony and dreams that once formed the foundation of the community. This edition includes an introduction and notes by James Nagel. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",http://books.google.com/books/content?id=OXbq5RwP_ZwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1995,http://books.google.com/books?id=OXbq5RwP_ZwC&dq=The+Pastures+of+Heaven&hl=&source=gbs_api,0,209,142,6
Quinn's Book,Orphan Daniel Quinn's narration of his adventure-ridden quest for love and the meaning behind his destiny also portrays the dramatic history of nineteenth-century Albany,http://books.google.com/books/content?id=0OlPAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1989,http://books.google.com/books?id=0OlPAQAAIAAJ&dq=Quinn%27s+Book&hl=&source=gbs_api,0,449,143,4
A Month in the Country,"In J. L. Carr’s deeply charged poetic novel, Tom Birkin, a veteran of the Great War and a broken marriage, arrives in the remote Yorkshire village of Oxgodby where he is to restore a recently discovered medieval mural in the local church. Living in the bell tower, surrounded by the resplendent countryside of high summer, and laboring each day to uncover an anonymous painter’s depiction of the apocalypse, Birkin finds that he himself has been restored to a new, and hopeful, attachment to life. But summer ends, and with the work done, Birkin must leave. Now, long after, as he reflects on the passage of time and the power of art, he finds in his memories some consolation for all that has been lost.",http://books.google.com/books/content?id=maGk52W53tQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2012,https://play.google.com/store/books/details?id=maGk52W53tQC&source=gbs_api,0,166,128,6
Once an Eagle,"“Once an Eagle is simply the best work of fiction on leadership in print.” —General Martin E. Dempsey, 18th Chairman of the Joint Chiefs of Staff Required reading for West Point and Marine Corps cadets, Once An Eagle is the story of one special man, a soldier named Sam Damon, and his adversary over a lifetime, fellow officer Courtney Massengale. Damon is a professional who puts duty, honor, and the men he commands above self-interest. Massengale, however, brilliantly advances by making the right connections behind the lines and in Washington's corridors of power. Beginning in the French countryside during the Great War, the conflict between these adversaries solidifies in the isolated garrison life marking peacetime, intensifies in the deadly Pacific jungles of World War II, and reaches its treacherous conclusion in the last major battleground of the Cold War—Vietnam. Now reissued with a new foreword by acclaimed historian Carlo D'Este, here is an unforgettable story of a man who embodies the best in our nation—and in us all.",http://books.google.com/books/content?id=d5GHcz4d-NQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2013,https://play.google.com/store/books/details?id=d5GHcz4d-NQC&source=gbs_api,0,30,88,4
The Highwayman,"""St. Martin's Paperbacks historical romance""--Spine.",http://books.google.com/books/content?id=jmgGCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2015,http://books.google.com/books?id=jmgGCAAAQBAJ&dq=The+Highwayman&hl=&source=gbs_api,0,237,117,4
The Other Side Of Midnight,"One of Sidney Sheldon’s most popular and bestselling titles, published in ebook format for a new generation of fans.",http://books.google.com/books/content?id=v3fY3-W2Y3sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2012,https://play.google.com/store/books/details?id=v3fY3-W2Y3sC&source=gbs_api,0,392,91,7
Eternally Yours,"Don’t miss this reader favorite Madaris story from New York Times bestselling author Brenda Jackson Friends… Attorney Syneda Walters and fellow attorney Clayton Madaris are just friends…the last two people likely to end up as lovers. Syneda holds all men at arm’s length because of the father whose name she never knew. Clayton has always been a playboy, and no woman has ever come close to keeping his interest for very long. or Lovers? Things suddenly heat up between them when Syneda impulsively accepts Clayton’s invitation to join him for a Florida vacation, and is shocked by how much passion she feels. To Clayton, Syneda has become a temptation he cannot resist…and the woman he wants to share the rest of his life with. But getting her to trust again means finding a way to heal old wounds and convincing her, with all his heart, that she will always be eternally his. Title originally published in 1997",http://books.google.com/books/content?id=P7paDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2018,https://play.google.com/store/books/details?id=P7paDwAAQBAJ&source=gbs_api,0,47,85,9
Mrs. Pollifax Pursued - Large Print Edition,"“Mrs. Gilman has a nice, relaxed style and an easygoing way of telling a story. . . . Should delight you whether you're looking for smiles or thrills.”—The New York Times Book Review The last thing Mrs. Pollifax expects to find in her junk closet is a young woman hiding. Kadi Hopkirk insists that she's being followed by two men in a dirty white van. Under the cover of darkness, Mrs. P. tries to drive Kadi back home to Manhattan, only to have a dark green sedan give them a run for their money and, Mrs. P. begins to suspect, their lives. Finally Kadi shares the startling truth: her friend, Sammy, is the son of the assassinated president of an African country and, unbeknownst to the young man's bodyguard, he passed her something under the table during a recent meeting. Ever resourceful, Mrs. P. puts in a call for help to her CIA colleague, Carstairs, who installs them in a safe house—at a carnival! Before Mrs. P. knows it, a dash to safety expands into an assignment that leads to hair-trigger violence in exotic places. . . . “Lively . . . funny . . . All’s right with the world as long as Mrs. Pollifax is part of it.”—Mobile Register",http://books.google.com/books/content?id=r4HJDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2020,https://play.google.com/store/books/details?id=r4HJDwAAQBAJ&source=gbs_api,0,100,70,8
Mythago Wood,"When Christian Huxley follows the trail of his missing brother into Ryhope Wood, he enters another world, where he and his brother become rivals for the beautiful huntress, Mythago. Winner of the 1984 World Fantasy Award. Reprint. 15,000 first printing.",http://books.google.com/books/content?id=eHxZYeYgqGsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,http://books.google.com/books?id=eHxZYeYgqGsC&dq=Mythago+Wood&hl=&source=gbs_api,0,369,117,3
Matchstick,"NOW A MAJOR MOTION PICTURE • A novel about grifters with issues, by the acclaimed cult author of Anonymous Rex and Casual Rex Roy and Frankie are matchstick men—con artists. Partners in elegant crimes for years, they know each other like brothers and have perfected the rules of the game. Roy is the careful one, saves every penny. Frankie is the adventurous one, hungry for a big score. He wants Roy to join him in running a tricky game, but Roy is distracted by the discovery that he is the father of a punky teenage daughter from a brief marriage that ended years ago. The kid wants to get to know her father. She also wants to learn the family business. Novelist Eric Garcia takes readers into the fast and funny world of grifters with issues. Matchstick Men is a dazzling literary con game that will keep readers guessing until the last page.",http://books.google.com/books/content?id=DVaVQbMWFCIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2008,https://play.google.com/store/books/details?id=DVaVQbMWFCIC&source=gbs_api,0,121,152,6
Last Days,"Last Days (winner of the British Fantasy Award for Best Horror Novel of the Year) by Adam Nevill is a Blair Witch style novel in which a documentary film-maker undertakes the investigation of a dangerous cult—with creepy consequences When guerrilla documentary maker, Kyle Freeman, is asked to shoot a film on the notorious cult known as the Temple of the Last Days, it appears his prayers have been answered. The cult became a worldwide phenomenon in 1975 when there was a massacre including the death of its infamous leader, Sister Katherine. Kyle's brief is to explore the paranormal myths surrounding an organization that became a testament to paranoia, murderous rage, and occult rituals. The shoot's locations take him to the cult's first temple in London, an abandoned farm in France, and a derelict copper mine in the Arizonan desert where The Temple of the Last Days met its bloody end. But when he interviews those involved in the case, those who haven't broken silence in decades, a series of uncanny events plague the shoots. Troubling out-of-body experiences, nocturnal visitations, the sudden demise of their interviewees and the discovery of ghastly artifacts in their room make Kyle question what exactly it is the cult managed to awaken – and what is its interest in him?",http://books.google.com/books/content?id=GuCzJFWdrm8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2013,https://play.google.com/store/books/details?id=GuCzJFWdrm8C&source=gbs_api,0,3,169,5
Last Precinct,"Attracting unwanted attentions when she is mandated to research the four-hundred-year-old murder of a Jamestown, Virginia, settler, Kay Scarpetta finds enemies among those she is sworn to protect. 30,000 first printing. (Suspense)",http://books.google.com/books/content?id=HFCDozWdHUkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,http://books.google.com/books?id=HFCDozWdHUkC&dq=Last+Precinct&hl=&source=gbs_api,0,327,155,8
Only Dad,"According to their friends, Tom and Pippa Drummond have the perfect existence - a great lifestyle, a lively marriage, and a great kid in Tally. In their late thirties, living in a converted barn on the edge of the Sussex Downs, Tom is a partner in 'The Pelican', a restaurant in Axbury Minster, and Pippa, after a short career as a cook, grows herbs for sale locally and brings up sixteen-year-old Tally - a lively blonde with her head screwed firmly on to her shoulders. A rare summer holiday is planned - an idyllic retreat in the Italian hills. Tom takes time off from the restaurant, Pippa leaves her herbs in the charge of a dotty neighbour, and Tally takes a break from the two men in her life - fast-living Alex and the plodding, persevering 'Blip'. Tuscany is everything they hoped it would be - cicadas in the trees, the scent of sage and citrus and suppers under the stars. But their joy is short lived. Overnight their lives, their circumstances, their very identities are suddenly altered, and life will never be the same again. From being the envy of their friends, the Drummonds are plunged into a world that nobody would wish upon them.",http://books.google.com/books/content?id=9nvtCgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2016,http://books.google.com/books?id=9nvtCgAAQBAJ&dq=Only+Dad&hl=&source=gbs_api,0,8,164,1
"In the Twilight, in the Evening (Cheney Duvall, M.D. Series #6)","In San Francisco, Cheney—with the support of Shiloh—fights with the hospital staff of St. Francis for the fair treatment of their city’s “undesirables.” Then catastrophe strikes, and she discovers that none of her medical education has prepared her for such an overwhelming disaster. With so many severe injuries, who will help her?",http://books.google.com/books/content?id=lllVEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2021,https://play.google.com/store/books/details?id=lllVEAAAQBAJ&source=gbs_api,0,274,96,1
The Annotated Wizard of Oz. The Wonderful Wizard of Oz,"An annotated version of the classic tale of Dorothy's trip to Oz includes character sources, contemporary references, and inspirations behind the 1900 classic.",http://books.google.com/books/content?id=bpkVEAaUuMkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2000,http://books.google.com/books?id=bpkVEAaUuMkC&dq=The+Annotated+Wizard+of+Oz.+The+Wonderful+Wizard+of+Oz&hl=&source=gbs_api,0,272,193,7
Baker Towers,"Bakerton is a community of company houses and church festivals, of union squabbles and firemen's parades. Its neighborhoods include Little Italy, Swedetown, and Polish Hill. For its tight-knit citizens -- and the five children of the Novak family -- the 1940s will be a decade of excitement, tragedy, and stunning change. Baker Towers is a family saga and a love story, a hymn to a time and place long gone, to America's industrial past, and to the men and women we now call the Greatest Generation. It is a feat of imagination from an extraordinary voice in American fiction, a writer of enormous power and skill.",http://books.google.com/books/content?id=SIDfMyK_7v0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2009,https://play.google.com/store/books/details?id=SIDfMyK_7v0C&source=gbs_api,0,191,88,4
Trophy Widow: A Rachel Gold Novel (Rachel Gold Novels),"""Trophy Widow is a must read for anyone who likes a top-rate thriller."" —Midwest Book Review Savvy attorney Rachel Gold has represented a few celebrity clients in her career, but none anywhere close to Angela Green, the most famous abused housewife in America. She is surely the only former housewife to receive an award from the NAACP and an interview with Oprah while serving time for killing her husband. Her recently announced book and motion picture deal has her enmeshed in a new legal controversy—a Son of Sam lawsuit over the proceeds from that deal. To defend her in that lawsuit, Angela retains Rachel Gold, who already has her hands full with a wacky ostrich sexual abuse case, compliments of a referral from her best friend, Benny Goldberg. As Rachel digs into the underlying facts of the murder case, she comes across issues that were never pursued at trial—loose ends no one bothered tying up because of the dramatic nature of the incriminating evidence. Is it possible, Rachel wonders, that Angela is innocent, that she was framed by someone with an entirely different motive for killing her husband? But if Angela is really innocent, the killer is still out there—and, as Rachel soon discovers, prepared to kill again.",http://books.google.com/books/content?id=5pbYCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2015,https://play.google.com/store/books/details?id=5pbYCQAAQBAJ&source=gbs_api,0,292,168,8
Brothers K,"A NEW YORK TIMES NOTABLE BOOK Once in a great while a writer comes along who can truly capture the drama and passion of the life of a family. David James Duncan, author of the novel The River Why and the collection River Teeth, is just such a writer. And in The Brothers K he tells a story both striking and in its originality and poignant in its universality. This touching, uplifting novel spans decades of loyalty, anger, regret, and love in the lives of the Chance family. A father whose dreams of glory on a baseball field are shattered by a mill accident. A mother who clings obsessively to religion as a ward against the darkest hour of her past. Four brothers who come of age during the seismic upheavals of the sixties and who each choose their own way to deal with what the world has become. By turns uproariously funny and deeply moving, and beautifully written throughout, The Brothers K is one of the finest chronicles of our lives in many years. Praise for The Brothers K “The pages of The Brothers K sparkle.”—The New York Times Book Review “Duncan is a wonderfully engaging writer.”—Los Angeles Times “This ambitious book succeeds on almost every level and every page.”—USA Today “Duncan’s prose is a blend of lyrical rhapsody, sassy hyperbole and all-American vernacular.”—San Francisco Chronicle “The Brothers K affords the . . . deep pleasures of novels that exhaustively create, and alter, complex worlds. . . . One always senses an enthusiastic and abundantly talented and versatile writer at work.”—The Washington Post Book World “Duncan . . . tells the larger story of an entire popular culture struggling to redefine itself—something he does with the comic excitement and depth of feeling one expects from Tom Robbins.”—Chicago Tribune",http://books.google.com/books/content?id=rFg_h5iuOXkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2010,https://play.google.com/store/books/details?id=rFg_h5iuOXkC&source=gbs_api,0,84,61,6
Butterfly Weed,"The raucous and poignant story of Doc Swain describes how he becomes a physician without attending medical school, his ability to heal patients with the ""dream cure,"" his pursuit by a student and a music teacher from the high school at which he teaches, and the heartbreaking choices he must make.",http://books.google.com/books/content?id=_-FaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,http://books.google.com/books?id=_-FaAAAAMAAJ&dq=Butterfly+Weed&hl=&source=gbs_api,0,97,93,6
"Plays,","Presents fresh translations of ten immortal plays in verse by the ancient Greek dramatist, including ""Electra,"" ""Medea,"" and ""The Trojan Women,"" accompanied by scene headings, stage directions, introductions, and a glossary of people, gods, and places. Original.",http://books.google.com/books/content?id=ZYS6DHIgMesC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1998,"http://books.google.com/books?id=ZYS6DHIgMesC&dq=Plays,&hl=&source=gbs_api",0,128,142,7
A Boy's Own Story / The Beautiful Room Is Empty,"The “extraordinary novel” (The New York Times Book Review) about one boy’s coming-of-age during the 1950s—and one of the most groundbreaking portrayals of gay life in American fiction “The best American narrative of sexual awakening since Catcher in the Rye.” —Chicago Sun-Times Ridiculed by his classmates and beset by aloof parents and a cruel sister, the unnamed narrator of Edmund White’s first autobiographical novel finds solace in literature, works of art, and his own fantastic imagination. But as he strives to forge new friendships, his yearning to be loved by the men in his life evokes a crushing sense of shame and a struggle to accept who he is. Lyrical and poignant, A Boy’s Own Story—the first of a trilogy, followed by The Beautiful Room Is Empty and The Farewell Symphony—is an American literary treasure that became an instant classic upon publication for its pioneering portrayal of homosexuality.",http://books.google.com/books/content?id=OFDUDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2009,http://books.google.com/books?id=OFDUDwAAQBAJ&dq=A+Boy%27s+Own+Story+/+The+Beautiful+Room+Is+Empty&hl=&source=gbs_api,0,105,142,6
Lover's Talisman,"Welcome to Talisman Bay, where all hell breaks loose on a daily basis, especially when you fall in love. For twelve years Stephan has lived in the shadows, patrolling the city streets as leader of the Talisman Bay Shadow Walkers. The danger of his world leaves no room for a woman in his life. Until now. It should have been easyrescue Mariah, then let her go. Except once she's in his arms, he can't walk away. Mariah isn't interested in falling in love, even with the gorgeous hero who rescued her from a brutal attack. When her best friend is kidnapped, she turns to the only man she can trust to help. The more time she spends with Stephan, the less she can hide her growing feelings for him. As they search for Mariah's missing friend, a sinister evil is revealed, someone who's been watching, waiting for Stephan to reveal his greatest vulnerabilityfalling in love. This enemy will stop at nothing to wipe out the Shadow Walkers and claim Mariah for his own.",http://books.google.com/books/content?id=l_fvwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2008,http://books.google.com/books?id=l_fvwAEACAAJ&dq=Lover%27s+Talisman&hl=&source=gbs_api,0,32,161,9
Mrs. Jeffries Appeals the Verdict (A Victorian Mystery),"Inspector Witherspoon of Scotland Yard and his intrepid housekeeper Mrs. Jeffries, whose keen skills of detection rival his own, must help save an innocent man, who has been accused of murdering a local woman, from being hanged for a crime he did not commit. Original.",http://books.google.com/books/content?id=fsl7Woj9H7kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,http://books.google.com/books?id=fsl7Woj9H7kC&dq=Mrs.+Jeffries+Appeals+the+Verdict+(A+Victorian+Mystery)&hl=&source=gbs_api,0,114,142,8
